Mod:Item:MetaData, Localized Name
abyssalcraft:dlegs, ドレッドアビサルナイトのレギンス
abyssalcraft:dboots, ドレッドアビサルナイトのブーツ
abyssalcraft:corhelmet, 製錬コラリウムのヘルメット
abyssalcraft:corplate, 製錬コラリウムのチェストプレート
abyssalcraft:corlegs, 製錬コラリウムのレギンス
abyssalcraft:corboots, 製錬コラリウムのブーツ
abyssalcraft:corhelmetp, プレートコラリウムヘルメット
abyssalcraft:corplatep, プレートコラリウムチェストプレート
abyssalcraft:corlegsp, プレートコラリウムレギンス
abyssalcraft:corbootsp, プレートコラリウムブーツ
abyssalcraft:depthshelmet, 深海のビサージュ
abyssalcraft:depthsplate, 深海のチェストプレート
abyssalcraft:depthslegs, 深海のレッグガード
abyssalcraft:depthsboots, 深海のブーツ
abyssalcraft:shadowfragment, シャドウフラグメント
abyssalcraft:shadowshard, シャドウジェムシャード
abyssalcraft:shadowgem, シャドウジェム
abyssalcraft:oblivionshard, 忘却の欠片
abyssalcraft:corbow, コラリウムロングボウ
abyssalcraft:cbrick, コラリウムレンガ
abyssalcraft:cudgel, 棍棒
abyssalcraft:dreadiumingot, ドレッディウムインゴット
abyssalcraft:dreadfragment, ドレッドフラグメント
abyssalcraft:dreadiumhelmet, ドレッディウムのヘルメット
abyssalcraft:dreadiumplate, ドレッディウムのチェストプレート
abyssalcraft:dreadiumlegs, ドレッディウムのレギンス
abyssalcraft:dreadiumboots, ドレッディウムのブーツ
abyssalcraft:dreadiumpickaxe, ドレッディウムのツルハシ
abyssalcraft:dreadiumaxe, ドレッディウムの斧
abyssalcraft:dreadiumshovel, ドレッディウムのシャベル
abyssalcraft:dreadiumsword, ドレッディウムの剣
abyssalcraft:dreadiumhoe, ドレッディウムのクワ
abyssalcraft:carboncluster, カーボンの塊
abyssalcraft:densecarboncluster, 密集したカーボンの塊
abyssalcraft:methane, メタン
abyssalcraft:nitre, 硝石
abyssalcraft:sulfur, 硫黄
abyssalcraft:iron_crystal, 鉄クリスタル
abyssalcraft:gold_crystal, 金クリスタル
abyssalcraft:sulfur_crystal, 硫黄クリスタル
abyssalcraft:carbon_crystal, 炭素クリスタル
abyssalcraft:oxygen_crystal, 酸素クリスタル
abyssalcraft:hydrogen_crystal, 水素クリスタル
abyssalcraft:nitrogen_crystal, 窒素クリスタル
abyssalcraft:phosphorus_crystal, リンクリスタル
abyssalcraft:potassium_crystal, カリウムクリスタル
abyssalcraft:nitrate_crystal, 硝酸クリスタル
abyssalcraft:methane_crystal, メタンクリスタル
abyssalcraft:redstone_crystal, レッドストーンクリスタル
abyssalcraft:abyssalnite_crystal, アビサルナイトクリスタル
abyssalcraft:coralium_crystal, コラリウムクリスタル
abyssalcraft:dreadium_crystal, ドレッディウムクリスタル
abyssalcraft:blaze_crystal, ブレイズクリスタル
abyssalcraft:tin_crystal, 錫クリスタル
abyssalcraft:copper_crystal, 銅クリスタル
abyssalcraft:silicon_crystal, ケイ素クリスタル
abyssalcraft:magnesium_crystal, マグネシウムクリスタル
abyssalcraft:aluminium_crystal, アルミニウムクリスタル
abyssalcraft:silica_crystal, 二酸化ケイ素クリスタル
abyssalcraft:alumina_crystal, 酸化アルミニウム
abyssalcraft:magnesia_crystal, 酸化マグネシウムクリスタル
abyssalcraft:zinc_crystal, 亜鉛クリスタル
abyssalcraft:calcium_crystal, カルシウムクリスタル
abyssalcraft:beryllium_crystal, ベリリウムクリスタル
abyssalcraft:beryl_crystal, 緑柱石クリスタル
abyssalcraft:iron_crystal_shard, 鉄クリスタル
abyssalcraft:gold_crystal_shard, 金クリスタル
abyssalcraft:sulfur_crystal_shard, 硫黄クリスタル
abyssalcraft:carbon_crystal_shard, 炭素クリスタル
abyssalcraft:oxygen_crystal_shard, 酸素クリスタル
abyssalcraft:hydrogen_crystal_shard, 水素クリスタル
abyssalcraft:nitrogen_crystal_shard, 窒素クリスタル
abyssalcraft:phosphorus_crystal_shard, リンクリスタル
abyssalcraft:potassium_crystal_shard, カリウムクリスタル
abyssalcraft:nitrate_crystal_shard, 硝酸クリスタル
abyssalcraft:methane_crystal_shard, メタンクリスタル
abyssalcraft:redstone_crystal_shard, レッドストーンクリスタル
abyssalcraft:abyssalnite_crystal_shard, アビサルナイトクリスタル
abyssalcraft:coralium_crystal_shard, コラリウムクリスタル
abyssalcraft:dreadium_crystal_shard, ドレッディウムクリスタル
abyssalcraft:blaze_crystal_shard, ブレイズクリスタル
abyssalcraft:tin_crystal_shard, 錫クリスタル
abyssalcraft:copper_crystal_shard, 銅クリスタル
abyssalcraft:silicon_crystal_shard, ケイ素クリスタル
abyssalcraft:magnesium_crystal_shard, マグネシウムクリスタル
abyssalcraft:aluminium_crystal_shard, アルミニウムクリスタル
abyssalcraft:silica_crystal_shard, 二酸化ケイ素クリスタル
abyssalcraft:alumina_crystal_shard, 酸化アルミニウム
abyssalcraft:magnesia_crystal_shard, 酸化マグネシウムクリスタル
abyssalcraft:zinc_crystal_shard, 亜鉛クリスタル
abyssalcraft:calcium_crystal_shard, カルシウムクリスタル
abyssalcraft:beryllium_crystal_shard, ベリリウムクリスタル
abyssalcraft:beryl_crystal_shard, 緑柱石クリスタル
abyssalcraft:dreadcloth, ドレッド布
abyssalcraft:dreadplate, ドレッディウムプレート
abyssalcraft:dreadblade, ドレッディウムカタナの刀身
abyssalcraft:dreadhilt, ドレッディウムカタナの柄
abyssalcraft:dreadkatana, ドレッディウムカタナ
abyssalcraft:dreadkey, ドレッド毒に侵されたゲートウェイキー
abyssalcraft:gatewaykeyjzh, チャガロスのリェヒアンゲートウェイキー
abyssalcraft:dreadiumsamuraihelmet, ドレッディウムサムライヘルメット
abyssalcraft:dreadiumsamuraiplate, ドレッディウムサムライチェストプレート
abyssalcraft:dreadiumsamurailegs, ドレッディウムサムライレギンス
abyssalcraft:dreadiumsamuraiboots, ドレッディウムサムライブーツ
abyssalcraft:tiningot, 錫インゴット
abyssalcraft:copperingot, 銅インゴット
abyssalcraft:antibeef, アンチ化した牛肉
abyssalcraft:antichicken, アンチ化した鶏肉
abyssalcraft:antipork, アンチ化した豚肉
abyssalcraft:antiflesh, アンチ化した腐った肉
abyssalcraft:antibone, アンチ化した骨
abyssalcraft:antispidereye, アンチ化したクモの目
abyssalcraft:soulreaper, サクトスのソウルリーパーブレード
abyssalcraft:ethbrick, エタクシウムレンガ
abyssalcraft:ethaxiumingot, エタクシウムインゴット
abyssalcraft:lifecrystal, ライフクリスタル
abyssalcraft:ethaxiumhelmet, エタクシウムのヘルメット
abyssalcraft:ethaxiumplate, エタクシウムのチェストプレート
abyssalcraft:ethaxiumlegs, エタクシウムのレギンス
abyssalcraft:ethaxiumboots, エタクシウムのブーツ
abyssalcraft:ethaxiumpickaxe, エタクシウムのツルハシ
abyssalcraft:ethaxiumaxe, エタクシウムの斧
abyssalcraft:ethaxiumshovel, エタクシウムのシャベル
abyssalcraft:ethaxiumsword, エタクシウムの剣
abyssalcraft:ethaxiumhoe, エタクシウムのクワ
abyssalcraft:coin, コイン
abyssalcraft:jzaharcoin, ジャ・ザールが彫刻されたコイン
abyssalcraft:eldritchscale, エルドリッチの鱗
abyssalcraft:omotholflesh, オモソルグールの肉
abyssalcraft:anticorflesh, アンチ化した侵された肉
abyssalcraft:anticorbone, アンチ化した侵された骨付き肉
abyssalcraft:necronomicon, ネクロノミコン
abyssalcraft:necronomicon_cor, アビス荒野のネクロノミコン
abyssalcraft:necronomicon_dre, ドレッドランドのネクロノミコン
abyssalcraft:necronomicon_omt, オモソルのネクロノミコン
abyssalcraft:abyssalnomicon, アビサルノミコン
abyssalcraft:crystalbag_small, 小さいクリスタルバッグ
abyssalcraft:crystalbag_medium, 普通のクリスタルバッグ
abyssalcraft:crystalbag_large, 大きいクリスタルバッグ
abyssalcraft:crystalbag_huge, 巨大なクリスタルバッグ
abyssalcraft:shoggothflesh_overworld, ショゴスの肉
abyssalcraft:shoggothflesh_abyssal, アビス荒野のショゴスの肉
abyssalcraft:shoggothflesh_dreaded, ドレッドランドのショゴスの肉
abyssalcraft:shoggothflesh_omothol, オモソルのショゴスの肉
abyssalcraft:shoggothflesh_shadow, 影のショゴスの肉
abyssalcraft:nugget_abyssalnite, アビサルナイト塊
abyssalcraft:nugget_coralium, 製錬コラリウム塊
abyssalcraft:nugget_dreadium, ドレッディウム塊
abyssalcraft:nugget_ethaxium, エタクシウム塊
abyssalcraft:drainstaff, 切り裂きの杖
abyssalcraft:drainstaff_aw, アビス荒野の切り裂きの杖
abyssalcraft:drainstaff_dl, ドレッドランドの切り裂きの杖
abyssalcraft:drainstaff_omt, オモソルの切り裂きの杖
abyssalcraft:essence_abyssalwasteland, アビス荒野のエッセンス
abyssalcraft:essence_dreadlands, ドレッドランドのエッセンス
abyssalcraft:essence_omothol, オモソルのエッセンス
abyssalcraft:skin_abyssalwasteland, アビス荒野の皮
abyssalcraft:skin_dreadlands, ドレッドランドの皮
abyssalcraft:skin_omothol, オモソルの皮
abyssalcraft:charm, 儀式チャーム
abyssalcraft:charm_range, 儀式チャーム
abyssalcraft:charm_duration, 儀式チャーム
abyssalcraft:charm_power, 儀式チャーム
abyssalcraft:cthulhucharm, クトゥルフチャーム
abyssalcraft:cthulhucharm_range, クトゥルフチャーム
abyssalcraft:cthulhucharm_duration, クトゥルフチャーム
abyssalcraft:cthulhucharm_power, クトゥルフチャーム
abyssalcraft:hasturcharm, ハスターチャーム
abyssalcraft:hasturcharm_range, ハスターチャーム
abyssalcraft:hasturcharm_duration, ハスターチャーム
abyssalcraft:hasturcharm_power, ハスターチャーム
abyssalcraft:jzaharcharm, ジャ・ザールチャーム
abyssalcraft:jzaharcharm_range, ジャ・ザールチャーム
abyssalcraft:jzaharcharm_duration, ジャ・ザールチャーム
abyssalcraft:jzaharcharm_power, ジャ・ザールチャーム
abyssalcraft:azathothcharm, アザトースチャーム
abyssalcraft:azathothcharm_range, アザトースチャーム
abyssalcraft:azathothcharm_duration, アザトースチャーム
abyssalcraft:azathothcharm_power, アザトースチャーム
abyssalcraft:nyarlathotepcharm, ニャルラトホテプチャーム
abyssalcraft:nyarlathotepcharm_range, ニャルラトホテプチャーム
abyssalcraft:nyarlathotepcharm_duration, ニャルラトホテプチャーム
abyssalcraft:nyarlathotepcharm_power, ニャルラトホテプチャーム
abyssalcraft:yogsothothcharm, ヨグ＝ソトースチャーム
abyssalcraft:yogsothothcharm_range, ヨグ＝ソトースチャーム
abyssalcraft:yogsothothcharm_duration, ヨグ＝ソトースチャーム
abyssalcraft:yogsothothcharm_power, ヨグ＝ソトースチャーム
abyssalcraft:shubniggurathcharm, シュブ=ニグラスチャーム
abyssalcraft:shubniggurathcharm_range, シュブ=ニグラスチャーム
abyssalcraft:shubniggurathcharm_duration, シュブ=ニグラスチャーム
abyssalcraft:shubniggurathcharm_power, シュブ=ニグラスチャーム
abyssalcraft:gatekeeperessence, ゲートキーパーのエッセンス
abyssalcraft:interdimensionalcage, 異次元ケージ
abyssalcraft:iron_crystal_fragment, 鉄クリスタル
abyssalcraft:gold_crystal_fragment, 金クリスタル
abyssalcraft:sulfur_crystal_fragment, 硫黄クリスタル
abyssalcraft:carbon_crystal_fragment, 炭素クリスタル
abyssalcraft:oxygen_crystal_fragment, 酸素クリスタル
abyssalcraft:hydrogen_crystal_fragment, 水素クリスタル
abyssalcraft:nitrogen_crystal_fragment, 窒素クリスタル
abyssalcraft:phosphorus_crystal_fragment, リンクリスタル
abyssalcraft:potassium_crystal_fragment, カリウムクリスタル
abyssalcraft:nitrate_crystal_fragment, 硝酸クリスタル
abyssalcraft:methane_crystal_fragment, メタンクリスタル
abyssalcraft:redstone_crystal_fragment, レッドストーンクリスタル
abyssalcraft:abyssalnite_crystal_fragment, アビサルナイトクリスタル
abyssalcraft:coralium_crystal_fragment, コラリウムクリスタル
abyssalcraft:dreadium_crystal_fragment, ドレッディウムクリスタル
abyssalcraft:blaze_crystal_fragment, ブレイズクリスタル
abyssalcraft:tin_crystal_fragment, 錫クリスタル
abyssalcraft:copper_crystal_fragment, 銅クリスタル
abyssalcraft:silicon_crystal_fragment, ケイ素クリスタル
abyssalcraft:magnesium_crystal_fragment, マグネシウムクリスタル
abyssalcraft:aluminium_crystal_fragment, アルミニウムクリスタル
abyssalcraft:silica_crystal_fragment, 二酸化ケイ素クリスタル
abyssalcraft:alumina_crystal_fragment, 酸化アルミニウム
abyssalcraft:magnesia_crystal_fragment, 酸化マグネシウムクリスタル
abyssalcraft:zinc_crystal_fragment, 亜鉛クリスタル
abyssalcraft:calcium_crystal_fragment, カルシウムクリスタル
abyssalcraft:beryllium_crystal_fragment, ベリリウムクリスタル
abyssalcraft:beryl_crystal_fragment, 緑柱石クリスタル
abyssalcraft:stonetablet, 石板
abyssalcraft:scroll_basic, 基本の巻物
abyssalcraft:scroll_lesser, 劣った巻物
abyssalcraft:scroll_moderate, まあまあな巻物
abyssalcraft:scroll_greater, 優れた巻物
abyssalcraft:scroll_unique_anti, アンチマターの巻物
abyssalcraft:scroll_unique_oblivion, 忘却の巻物
abyssalcraft:coralium_antidote, コラリウム毒の解毒剤
abyssalcraft:dread_antidote, ドレッド毒の解毒剤
abyssalcraft:door_dlt, ダークランドオークのドア
abyssalcraft:door_drt, ドレッドウッドのドア
abyssalcraft:charcoal, チャコール
abyssalcraft:spirit_tablet, スピリットタブレット
abyssalcraft:spirit_tablet_shard_0, スピリットタブレットの欠片 #1
abyssalcraft:spirit_tablet_shard_1, スピリットタブレットの欠片 #2
abyssalcraft:spirit_tablet_shard_2, スピリットタブレットの欠片 #3
abyssalcraft:spirit_tablet_shard_3, スピリットタブレットの欠片 #4
abyssalcraft:silver_key, Silver Key
abyssalcraft:face_book, Book of Many Faces
abyssalcraft:generic_meat, Generic Meat
abyssalcraft:cooked_generic_meat, Cooked Generic Meat
abyssalcraft:lost_page, Lost Page
abyssalcraft:scriptures_omniscience, Scriptures of Omniscience
abyssalcraft:sealing_key, Sealing Key
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_refined_canola_oil, Refined Canola Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:11, Drill
